	ORDER_ID	SUBORDER_ID	SUBPRODUCT_ID	EQUIPMENT_ID 	MAKE_TIME	UNIT	EQUIPMENT_MODE	SETUP_TIME	IS_PRESENT	START_TIME	END_TIME
4233	order_40	suborder_4539	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4234	order_532	suborder_5098	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4235	order_40	suborder_5525	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4236	order_293	suborder_5638	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4237	order_384	suborder_6200	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4238	order_40	suborder_8004	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4239	order_40	suborder_8446	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4240	order_361	suborder_8722	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4241	order_40	suborder_9162	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4242	order_134	suborder_9237	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4243	order_361	suborder_9748	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4244	order_361	suborder_9815	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4245	order_361	suborder_10265	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4246	order_61	suborder_10555	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4247	order_526	suborder_10556	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4248	order_384	suborder_11168	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4249	order_532	suborder_11401	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4250	order_361	suborder_11424	subproduct_1179	equip_70	14	kg	mode_0	590	0	0	0
4251	order_293	suborder_1195	subproduct_1673	equip_70	17	kg	mode_0	590	0	0	0
4252	order_369	suborder_1240	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-18 11:00:00	2021-12-18 21:30:00
4253	order_369	suborder_1567	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-18 21:30:00	2021-12-19 08:00:00
4254	order_369	suborder_1647	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-19 08:00:00	2021-12-19 18:30:00
4255	order_369	suborder_2111	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-19 18:30:00	2021-12-20 05:00:00
4256	order_369	suborder_2440	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-21 11:24:00	2021-12-21 21:54:00
4257	order_445	suborder_2525	subproduct_1211	equip_70	40	kg	mode_0	590	0	0	0
4258	order_445	suborder_3214	subproduct_1211	equip_70	40	kg	mode_0	590	0	0	0
4259	order_445	suborder_3712	subproduct_1211	equip_70	40	kg	mode_0	590	0	0	0
4260	order_369	suborder_3753	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-21 21:54:00	2021-12-22 08:24:00
4261	order_369	suborder_4063	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-22 08:24:00	2021-12-22 18:54:00
4262	order_369	suborder_5569	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-22 18:54:00	2021-12-23 05:24:00
4263	order_369	suborder_5663	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-23 05:24:00	2021-12-23 15:54:00
4264	order_445	suborder_5910	subproduct_1211	equip_70	40	kg	mode_0	590	0	0	0
4265	order_369	suborder_6419	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-23 15:54:00	2021-12-24 02:24:00
4266	order_369	suborder_7324	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-24 02:24:00	2021-12-24 12:54:00
4267	order_369	suborder_7524	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-24 12:54:00	2021-12-24 23:24:00
4268	order_369	suborder_7870	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-24 23:24:00	2021-12-25 09:54:00
4269	order_369	suborder_7879	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-25 09:54:00	2021-12-25 20:24:00
4270	order_445	suborder_8335	subproduct_1211	equip_70	40	kg	mode_0	590	0	0	0
4271	order_445	suborder_8857	subproduct_1211	equip_70	40	kg	mode_0	590	0	0	0
4272	order_445	suborder_9636	subproduct_1211	equip_70	40	kg	mode_0	590	0	0	0
4273	order_369	suborder_9855	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-25 20:24:00	2021-12-26 06:54:00
4274	order_369	suborder_10345	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-26 06:54:00	2021-12-26 17:24:00
4275	order_369	suborder_11013	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-26 17:24:00	2021-12-27 03:54:00
4276	order_369	suborder_11342	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-27 03:54:00	2021-12-27 14:24:00
4277	order_369	suborder_11496	subproduct_1211	equip_70	40	kg	mode_0	590	1	2021-12-27 14:24:00	2021-12-28 00:54:00
4278	order_509	suborder_1248	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4279	order_9	suborder_1367	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4280	order_334	suborder_1791	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4281	order_9	suborder_1905	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4282	order_509	suborder_1923	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4283	order_413	suborder_2434	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4284	order_9	suborder_2463	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4285	order_334	suborder_2578	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4286	order_334	suborder_2831	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4287	order_9	suborder_2854	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4288	order_9	suborder_2893	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4289	order_9	suborder_3043	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4290	order_127	suborder_3248	subproduct_1015	equip_70	13	kg	mode_0	590	1	2022-01-08 21:06:00	2022-01-09 07:09:00
4291	order_413	suborder_3310	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4292	order_9	suborder_3911	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4293	order_413	suborder_3943	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4294	order_9	suborder_4474	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4295	order_319	suborder_4499	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4296	order_334	suborder_4924	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4297	order_413	suborder_4971	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4298	order_334	suborder_5183	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4299	order_509	suborder_5292	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4300	order_413	suborder_6091	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4301	order_9	suborder_6117	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4302	order_413	suborder_6142	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4303	order_9	suborder_6143	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4304	order_509	suborder_6570	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4305	order_9	suborder_7029	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4306	order_319	suborder_7272	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4307	order_413	suborder_7309	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4308	order_413	suborder_7378	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4309	order_9	suborder_7499	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4310	order_334	suborder_7789	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4311	order_9	suborder_7799	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4312	order_9	suborder_7880	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4313	order_9	suborder_8408	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4314	order_9	suborder_8738	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4315	order_9	suborder_9103	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4316	order_9	suborder_9331	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4317	order_509	suborder_10199	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4318	order_334	suborder_10331	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4319	order_413	suborder_10637	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4320	order_308	suborder_10797	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4321	order_9	suborder_10806	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4322	order_9	suborder_10850	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4323	order_413	suborder_10964	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4324	order_9	suborder_11102	subproduct_1015	equip_70	13	kg	mode_0	590	0	0	0
4325	order_182	suborder_1250	subproduct_1003	equip_70	18	kg	mode_0	590	0	0	0
4326	order_182	suborder_1988	subproduct_1003	equip_70	18	kg	mode_0	590	0	0	0
4327	order_182	suborder_3052	subproduct_1003	equip_70	18	kg	mode_0	590	0	0	0
4328	order_422	suborder_6692	subproduct_1003	equip_70	18	kg	mode_0	590	1	2021-12-20 15:08:00	2021-12-21 01:16:00
4329	order_183	suborder_1260	subproduct_1064	equip_70	53	kg	mode_0	590	0	0	0
4330	order_290	suborder_1301	subproduct_11	equip_70	62	kg	mode_0	590	0	0	0
4331	order_423	suborder_1333	subproduct_2993	equip_70	40	kg	mode_0	590	0	0	0
4332	order_423	suborder_5652	subproduct_2993	equip_70	40	kg	mode_0	590	0	0	0
4333	order_423	suborder_7199	subproduct_2993	equip_70	40	kg	mode_0	590	0	0	0
4334	order_423	suborder_7201	subproduct_2993	equip_70	40	kg	mode_0	590	0	0	0
4335	order_423	suborder_7304	subproduct_2993	equip_70	40	kg	mode_0	590	0	0	0
4336	order_423	suborder_8530	subproduct_2993	equip_70	40	kg	mode_0	590	0	0	0
4337	order_423	suborder_11554	subproduct_2993	equip_70	40	kg	mode_0	590	0	0	0
4338	order_109	suborder_1368	subproduct_1767	equip_70	53	kg	mode_0	590	0	0	0
4339	order_80	suborder_5823	subproduct_1767	equip_70	53	kg	mode_0	590	0	0	0
4340	order_506	suborder_1387	subproduct_1300	equip_70	78	kg	mode_0	590	0	0	0
4341	order_346	suborder_3229	subproduct_1300	equip_70	78	kg	mode_0	590	0	0	0
4342	order_346	suborder_5130	subproduct_1300	equip_70	78	kg	mode_0	590	0	0	0
4343	order_506	suborder_5880	subproduct_1300	equip_70	78	kg	mode_0	590	0	0	0
4344	order_506	suborder_7357	subproduct_1300	equip_70	78	kg	mode_0	590	0	0	0
4345	order_221	suborder_1392	subproduct_1125	equip_70	13	kg	mode_0	590	0	0	0
4346	order_221	suborder_2283	subproduct_1125	equip_70	13	kg	mode_0	590	0	0	0
4347	order_521	suborder_2605	subproduct_1125	equip_70	13	kg	mode_0	590	0	0	0
4348	order_163	suborder_3963	subproduct_1125	equip_70	13	kg	mode_0	590	0	0	0
4349	order_243	suborder_6905	subproduct_1125	equip_70	13	kg	mode_0	590	0	0	0
4350	order_316	suborder_7492	subproduct_1125	equip_70	13	kg	mode_0	590	0	0	0
4351	order_243	suborder_7559	subproduct_1125	equip_70	13	kg	mode_0	590	0	0	0
4352	order_387	suborder_10107	subproduct_1125	equip_70	13	kg	mode_0	590	0	0	0
4353	order_103	suborder_11250	subproduct_1125	equip_70	13	kg	mode_0	590	0	0	0
4354	order_521	suborder_11282	subproduct_1125	equip_70	13	kg	mode_0	590	0	0	0
4355	order_210	suborder_1417	subproduct_174	equip_70	24	kg	mode_0	590	0	0	0
4356	order_210	suborder_1490	subproduct_174	equip_70	24	kg	mode_0	590	0	0	0
4357	order_210	suborder_1831	subproduct_174	equip_70	24	kg	mode_0	590	0	0	0
4358	order_210	suborder_4515	subproduct_174	equip_70	24	kg	mode_0	590	0	0	0
4359	order_210	suborder_8069	subproduct_174	equip_70	24	kg	mode_0	590	0	0	0
4360	order_210	suborder_9592	subproduct_174	equip_70	24	kg	mode_0	590	0	0	0
4361	order_360	suborder_1422	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4362	order_185	suborder_1423	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4363	order_336	suborder_3092	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4364	order_269	suborder_3405	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4365	order_510	suborder_3560	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4366	order_55	suborder_4823	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4367	order_336	suborder_6368	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4368	order_336	suborder_6387	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4369	order_336	suborder_7174	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4370	order_510	suborder_7595	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4371	order_298	suborder_8027	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4372	order_269	suborder_8135	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4373	order_336	suborder_9289	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4374	order_336	suborder_9666	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4375	order_153	suborder_11072	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4376	order_336	suborder_11350	subproduct_1411	equip_70	14	kg	mode_0	590	0	0	0
4377	order_422	suborder_1452	subproduct_1476	equip_70	18	kg	mode_0	590	1	2021-12-14 14:43:00	2021-12-15 00:51:00
4378	order_182	suborder_2081	subproduct_1476	equip_70	18	kg	mode_0	590	0	0	0
4379	order_182	suborder_4246	subproduct_1476	equip_70	18	kg	mode_0	590	0	0	0
4380	order_182	suborder_9875	subproduct_1476	equip_70	18	kg	mode_0	590	0	0	0
4381	order_243	suborder_1462	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4382	order_243	suborder_1614	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4383	order_103	suborder_1862	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4384	order_163	suborder_2315	subproduct_1033	equip_70	13	kg	mode_0	590	1	2021-12-15 21:42:00	2021-12-16 07:45:00
4385	order_316	suborder_2559	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4386	order_221	suborder_2766	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4387	order_521	suborder_4308	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4388	order_521	suborder_4346	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4389	order_221	suborder_4506	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4390	order_521	suborder_4565	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4391	order_243	suborder_4715	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4392	order_521	suborder_4981	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4393	order_521	suborder_5139	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4394	order_521	suborder_5199	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4395	order_521	suborder_5236	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4396	order_221	suborder_5809	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4397	order_221	suborder_6374	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4398	order_316	suborder_6588	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4399	order_316	suborder_7339	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4400	order_521	suborder_7497	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4401	order_221	suborder_7773	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4402	order_521	suborder_8256	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4403	order_221	suborder_8259	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4404	order_243	suborder_8529	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4405	order_521	suborder_9199	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4406	order_221	suborder_9404	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4407	order_243	suborder_9623	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4408	order_221	suborder_9872	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4409	order_316	suborder_10911	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4410	order_387	suborder_10920	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4411	order_243	suborder_10950	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4412	order_387	suborder_11290	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4413	order_243	suborder_11387	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4414	order_316	suborder_11439	subproduct_1033	equip_70	13	kg	mode_0	590	0	0	0
4415	order_384	suborder_1495	subproduct_1376	equip_70	14	kg	mode_0	590	0	0	0
4416	order_532	suborder_2331	subproduct_1376	equip_70	14	kg	mode_0	590	0	0	0
4417	order_403	suborder_2613	subproduct_1376	equip_70	14	kg	mode_0	590	0	0	0
4418	order_61	suborder_4453	subproduct_1376	equip_70	14	kg	mode_0	590	0	0	0
4419	order_40	suborder_4707	subproduct_1376	equip_70	14	kg	mode_0	590	0	0	0
4420	order_361	suborder_8313	subproduct_1376	equip_70	14	kg	mode_0	590	0	0	0
4421	order_134	suborder_8646	subproduct_1376	equip_70	14	kg	mode_0	590	0	0	0
4422	order_293	suborder_10694	subproduct_1376	equip_70	14	kg	mode_0	590	0	0	0
4423	order_359	suborder_10833	subproduct_1376	equip_70	14	kg	mode_0	590	0	0	0
4424	order_525	suborder_11093	subproduct_1376	equip_70	14	kg	mode_0	590	0	0	0
4425	order_473	suborder_1594	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4426	order_473	suborder_2046	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4427	order_473	suborder_2239	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4428	order_473	suborder_2529	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4429	order_473	suborder_3183	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4430	order_47	suborder_3395	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4431	order_473	suborder_3454	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4432	order_47	suborder_3490	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4433	order_47	suborder_3994	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4434	order_473	suborder_4395	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4435	order_47	suborder_5052	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4436	order_473	suborder_6147	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4437	order_473	suborder_7037	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4438	order_473	suborder_7128	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4439	order_473	suborder_7701	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4440	order_473	suborder_8014	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4441	order_473	suborder_8289	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4442	order_47	suborder_9050	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4443	order_473	suborder_9168	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4444	order_47	suborder_9236	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4445	order_473	suborder_9373	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4446	order_473	suborder_9527	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4447	order_473	suborder_10108	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4448	order_473	suborder_10231	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4449	order_473	suborder_10837	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4450	order_47	suborder_11037	subproduct_1581	equip_70	18	kg	mode_0	590	0	0	0
4451	order_530	suborder_1601	subproduct_38	equip_70	14	kg	mode_0	590	0	0	0
4452	order_530	suborder_8384	subproduct_38	equip_70	14	kg	mode_0	590	0	0	0
4453	order_530	suborder_8832	subproduct_38	equip_70	14	kg	mode_0	590	0	0	0
4454	order_45	suborder_1655	subproduct_2387	equip_70	83	kg	mode_0	590	1	2022-01-06 12:08:00	2022-01-06 23:21:00
4455	order_529	suborder_5454	subproduct_2387	equip_70	83	kg	mode_0	590	1	2022-01-06 00:55:00	2022-01-06 12:08:00
4456	order_163	suborder_1671	subproduct_2531	equip_70	65	kg	mode_0	590	0	0	0
4457	order_265	suborder_1740	subproduct_1242	equip_70	20	kg	mode_0	590	0	0	0
4458	order_265	suborder_2914	subproduct_1242	equip_70	20	kg	mode_0	590	0	0	0
4459	order_265	suborder_4128	subproduct_1242	equip_70	20	kg	mode_0	590	0	0	0
4460	order_265	suborder_5684	subproduct_1242	equip_70	20	kg	mode_0	590	0	0	0
4461	order_265	suborder_9960	subproduct_1242	equip_70	20	kg	mode_0	590	0	0	0
4462	order_265	suborder_10185	subproduct_1242	equip_70	20	kg	mode_0	590	0	0	0
4463	order_265	suborder_10290	subproduct_1242	equip_70	20	kg	mode_0	590	0	0	0
4464	order_265	suborder_10415	subproduct_1242	equip_70	20	kg	mode_0	590	0	0	0
4465	order_265	suborder_10489	subproduct_1242	equip_70	20	kg	mode_0	590	0	0	0
4466	order_265	suborder_11094	subproduct_1242	equip_70	20	kg	mode_0	590	0	0	0
4467	order_407	suborder_1787	subproduct_1351	equip_70	40	kg	mode_0	590	1	2021-12-28 00:54:00	2021-12-28 11:24:00
4468	order_83	suborder_5336	subproduct_1351	equip_70	40	kg	mode_0	590	0	0	0
4469	order_407	suborder_9242	subproduct_1351	equip_70	40	kg	mode_0	590	1	2021-12-28 11:24:00	2021-12-28 21:54:00
4470	order_209	suborder_1789	subproduct_2943	equip_70	68	kg	mode_0	590	0	0	0
4471	order_295	suborder_2170	subproduct_2943	equip_70	68	kg	mode_0	590	1	2022-01-10 17:19:00	2022-01-11 04:17:00
4472	order_458	suborder_3404	subproduct_2943	equip_70	68	kg	mode_0	590	0	0	0
4473	order_415	suborder_6985	subproduct_2943	equip_70	68	kg	mode_0	590	0	0	0
4474	order_387	suborder_1815	subproduct_17	equip_70	82	kg	mode_0	590	0	0	0
4475	order_316	suborder_1829	subproduct_164	equip_70	82	kg	mode_0	590	0	0	0
4476	order_503	suborder_1839	subproduct_320	equip_70	72	kg	mode_0	590	0	0	0
4477	order_542	suborder_1959	subproduct_320	equip_70	72	kg	mode_0	590	0	0	0
4478	order_534	suborder_8063	subproduct_320	equip_70	72	kg	mode_0	590	0	0	0
4479	order_103	suborder_1853	subproduct_3056	equip_70	82	kg	mode_0	590	0	0	0
4480	order_109	suborder_1928	subproduct_204	equip_70	53	kg	mode_0	590	0	0	0
4481	order_80	suborder_2719	subproduct_204	equip_70	53	kg	mode_0	590	0	0	0
4482	order_422	suborder_1946	subproduct_317	equip_70	18	kg	mode_0	590	1	2021-12-16 07:45:00	2021-12-16 17:53:00
4483	order_84	suborder_1956	subproduct_3276	equip_70	78	kg	mode_0	590	0	0	0
4484	order_293	suborder_1966	subproduct_2415	equip_70	14	kg	mode_0	590	0	0	0
4485	order_262	suborder_2008	subproduct_303	equip_70	52	kg	mode_0	590	0	0	0
4486	order_398	suborder_5178	subproduct_303	equip_70	52	kg	mode_0	590	1	2021-12-31 02:24:00	2021-12-31 13:06:00
4487	order_430	suborder_6880	subproduct_303	equip_70	52	kg	mode_0	590	0	0	0
4488	order_52	suborder_2027	subproduct_411	equip_70	13	kg	mode_0	590	0	0	0
4489	order_42	suborder_5200	subproduct_411	equip_70	13	kg	mode_0	590	0	0	0
4490	order_150	suborder_5718	subproduct_411	equip_70	13	kg	mode_0	590	0	0	0
4491	order_42	suborder_8050	subproduct_411	equip_70	13	kg	mode_0	590	0	0	0
4492	order_42	suborder_8109	subproduct_411	equip_70	13	kg	mode_0	590	0	0	0
4493	order_42	suborder_8453	subproduct_411	equip_70	13	kg	mode_0	590	0	0	0
4494	order_42	suborder_11440	subproduct_411	equip_70	13	kg	mode_0	590	0	0	0
4495	order_228	suborder_2073	subproduct_2648	equip_70	33	kg	mode_0	590	0	0	0
4496	order_533	suborder_7843	subproduct_2648	equip_70	33	kg	mode_0	590	0	0	0
4497	order_239	suborder_2080	subproduct_2761	equip_70	31	kg	mode_0	590	1	2021-12-18 00:39:00	2021-12-18 11:00:00
4498	order_313	suborder_2108	subproduct_240	equip_70	18	kg	mode_0	590	0	0	0
4499	order_487	suborder_2183	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4500	order_487	suborder_2651	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4501	order_21	suborder_3215	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4502	order_487	suborder_3343	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4503	order_21	suborder_3690	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4504	order_487	suborder_4420	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4505	order_21	suborder_5365	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4506	order_487	suborder_5415	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4507	order_21	suborder_6092	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4508	order_21	suborder_7177	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4509	order_21	suborder_7645	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4510	order_487	suborder_7768	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4511	order_487	suborder_7815	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4512	order_21	suborder_7841	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4513	order_487	suborder_8288	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4514	order_487	suborder_10490	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4515	order_487	suborder_11510	subproduct_1672	equip_70	31	kg	mode_0	590	0	0	0
4516	order_13	suborder_2231	subproduct_3045	equip_70	41	kg	mode_0	590	0	0	0
4517	order_530	suborder_2261	subproduct_2110	equip_70	14	kg	mode_0	590	0	0	0
4518	order_228	suborder_2289	subproduct_2069	equip_70	33	kg	mode_0	590	0	0	0
4519	order_533	suborder_4179	subproduct_2069	equip_70	33	kg	mode_0	590	0	0	0
4520	order_509	suborder_2360	subproduct_2542	equip_70	116	kg	mode_0	590	0	0	0
4521	order_416	suborder_2364	subproduct_3	equip_70	33	kg	mode_0	590	0	0	0
4522	order_416	suborder_2543	subproduct_3	equip_70	33	kg	mode_0	590	0	0	0
4523	order_416	suborder_4835	subproduct_3	equip_70	33	kg	mode_0	590	0	0	0
4524	order_416	suborder_5175	subproduct_3	equip_70	33	kg	mode_0	590	0	0	0
4525	order_416	suborder_6071	subproduct_3	equip_70	33	kg	mode_0	590	0	0	0
4526	order_416	suborder_6768	subproduct_3	equip_70	33	kg	mode_0	590	0	0	0
